Al,Cu,Mg,Zn,Tensile Strength (MPa),Yield Strength (MPa)
0.324463073598909,-0.07281553398058252,1.2195121951219512,-0.052,-0.19471389052201776,-0.26132178738584105
0.001009422737595146,-0.0970873786407767,1.9999999999999996,-0.052,-0.056697886376323545,-0.41340089209040465
-2.986180176393358,0.3883495145631068,-0.4878048780487805,-0.052,-0.6397742117152011,-0.5013469406108148
0.8381835779080546,-0.04854368932038835,-0.1951219512195122,-0.052,-0.5563254014914792,-0.44134065230457115
0.762076836528922,-0.0970873786407767,0.0,-0.052,-0.5006928613423313,-0.4113375081514497
0.7430501511841388,-0.04854368932038835,0.0,-0.052,-0.5006928613423313,-0.4113375081514497
0.5147299270467407,-0.0970873786407767,0.1463414634146341,-0.052,-0.16689762044744372,-0.021296634160867488
0.9333170046319704,-0.0970873786407767,-0.2926829268292683,-0.052,-0.6675904817897749,-0.5613532289170582
0.8572102632528378,-0.0970873786407767,-0.0975609756097561,-0.052,-0.520654927730501,-0.41340089209040465
0.8572102632528378,-0.0970873786407767,-0.0975609756097561,-0.052,-0.5285091314169051,-0.4113375081514497
0.762076836528922,-0.0970873786407767,0.0,-0.052,-0.4803108371779639,-0.32636912533453
0.7430501511841388,-0.04854368932038835,0.0,-0.052,-0.4728765912677573,-0.3213280756920846
0.5337566123915239,-0.0970873786407767,0.7317073170731707,-0.052,-0.15755811275766649,-0.08703176675587466
0.49570324170195756,-0.04854368932038835,0.7317073170731707,-0.052,-0.16689762044744372,-0.08130292246711077
0.324463073598909,-0.07281553398058252,1.2195121951219512,-0.052,-0.02781627007457361,0.00870650999225421
0.3149497309265185,-0.0970873786407767,0.853658536585366,-0.052,-0.2503464306711657,-0.35133121984520604
-0.16071740269306076,-0.0970873786407767,2.0731707317073167,-0.052,0.0,-0.1413092107733543
0.8572102632528378,-0.0970873786407767,-0.0975609756097561,-0.052,-0.7425474257694555,-0.6309803089800913
0.7430501511841388,-0.0970873786407767,0.1951219512195073,-0.052,-0.621515154111844,-0.5004326588462793
0.5908366684258735,-0.0970873786407767,0.0,-0.052,-0.43996674662542673,-0.391642950401436
0.48618989902956705,-0.0970873786407767,0.7317073170731707,-0.052,-0.37945061079662096,-0.2828532419565926
0.48618989902956705,-0.0970873786407767,0.7317073170731707,-0.052,-0.37945061079662096,-0.2828532419565926
0.45764987101239124,-0.0970873786407767,0.8292682926829269,-0.052,-0.19790220331020367,-0.23933735857865532
0.3953525836963912,-0.07279733009708739,0.7326226341463413,0.14814999999999998,-0.3976054515452627,-0.42645565710378586
0.2959230455817353,-0.0970873786407767,1.2195121951219512,-0.052,-0.21807424858647226,-0.23933735857865532
0.2959230455817353,-0.0970873786407767,1.2195121951219512,-0.052,-0.21807424858647226,-0.23933735857865532
0.2140654314770864,-0.07278514563106796,0.8309166829268292,0.4486256,-0.2543839300837557,-0.3677092145435704
0.14370956282346997,-0.0970873786407767,1.4634146341463414,-0.052,-0.13908135037286987,-0.23131864323271936
0.13419622015107735,-0.0970873786407767,1.4634146341463414,-0.052,-0.04580498192713855,-0.19408083986560046
0.13419622015107735,-0.0970873786407767,1.4634146341463414,-0.052,-0.04580498192713855,-0.19408083986560046
0.13419622015107735,-0.0970873786407767,1.4634146341463414,-0.052,-0.1373860674813979,-0.23933735857865532
0.0,-0.072791213592233,1.4653678048780485,0.4485004000000001,-0.13536886295377104,-0.2915564186321801
0.010522765409987787,-0.0970873786407767,1.6585365853658534,-0.052,-0.036525841100054954,-0.13054765013381198
0.001009422737595146,-0.0970873786407767,1.9999999999999996,-0.052,0.10467847583382517,-0.021757941688968666
-0.008503919934795382,-0.0970873786407767,1.6829268292682924,-0.052,-0.02781627007457361,-0.1413092107733543
-0.1232303612927811,-0.07280339805825242,1.6840127317073121,0.44825000000000004,-0.09704197692886073,-0.23063418190306784
