doi,name,series,caption,AA_des,YS,UTS,temper,elong,flag,flag_note
10.1016/j.msea.2012.07.074,Al-Si-Cu-Mg,5000,Typical mechanical properties of aluminium diecast alloys commonly available in industry.,,240,280,,1,FALSE,
10.1016/j.msea.2012.07.074,Al-Si-Cu-Mg,5000,Typical mechanical properties of aluminium diecast alloys commonly available in industry.,,250,320,,1,FALSE,
10.1016/j.msea.2012.07.074,Al-Si-Mg-Cu,5000,Typical mechanical properties of aluminium diecast alloys commonly available in industry.,,270,290,,1,FALSE,
10.1016/j.msea.2012.07.074,Al-Si,5000,Typical mechanical properties of aluminium diecast alloys commonly available in industry.,,140,300,,2.5,FALSE,
10.1016/j.msea.2012.07.074,Al-Si,5000,Typical mechanical properties of aluminium diecast alloys commonly available in industry.,,130,290,,3.5,FALSE,
10.1016/j.msea.2012.07.074,Al-Mg,5000,Typical mechanical properties of aluminium diecast alloys commonly available in industry.,,190,310,,5,FALSE,
10.1016/j.jmatprotec.2009.02.002,HIP/HSRF,5000,Tensile and hardness properties of the Al 5083-plus-B4C nano-composite plates in the longitudinal orientation. Data on Standard Al 5083 H131 are provided for comparison.,5083,397,502,H131,0.9,FALSE,
10.1016/j.jmatprotec.2009.02.002,HIP/QIF,5000,Tensile and hardness properties of the Al 5083-plus-B4C nano-composite plates in the longitudinal orientation. Data on Standard Al 5083 H131 are provided for comparison.,5083,320,471,H131,2,FALSE,
10.1016/j.jmatprotec.2009.02.002,QIF,5000,Tensile and hardness properties of the Al 5083-plus-B4C nano-composite plates in the longitudinal orientation. Data on Standard Al 5083 H131 are provided for comparison.,5083,318,460,H131,1.7,FALSE,
10.1016/j.jmatprotec.2009.02.002,H131,5000,Tensile and hardness properties of the Al 5083-plus-B4C nano-composite plates in the longitudinal orientation. Data on Standard Al 5083 H131 are provided for comparison.,5083,255,338,H131,14,FALSE,
10.1016/j.jmatprotec.2009.02.002,Longitudinal,5000,Compression properties of the Al 5083-plus-B4C nano-composite plates. Data on standard Al 5083 H131 is provided for comparison.,5083,,473,H131,,FALSE,
10.1016/j.jmatprotec.2009.02.002,Transverse,5000,Compression properties of the Al 5083-plus-B4C nano-composite plates. Data on standard Al 5083 H131 is provided for comparison.,5083,,464,H131,,FALSE,
10.1016/j.jmatprotec.2009.02.002,Longitudinal,5000,Compression properties of the Al 5083-plus-B4C nano-composite plates. Data on standard Al 5083 H131 is provided for comparison.,5083,,386,H131,,FALSE,
10.1016/j.jmatprotec.2009.02.002,Transverse,5000,Compression properties of the Al 5083-plus-B4C nano-composite plates. Data on standard Al 5083 H131 is provided for comparison.,5083,,358,H131,,FALSE,
10.1016/j.jmatprotec.2009.02.002,Longitudinal,5000,Compression properties of the Al 5083-plus-B4C nano-composite plates. Data on standard Al 5083 H131 is provided for comparison.,5083,,398,H131,,FALSE,
10.1016/j.jmatprotec.2009.02.002,Transverse,5000,Compression properties of the Al 5083-plus-B4C nano-composite plates. Data on standard Al 5083 H131 is provided for comparison.,5083,,348,H131,,FALSE,
10.1016/j.jmatprotec.2009.02.002,Longitudinal,5000,Compression properties of the Al 5083-plus-B4C nano-composite plates. Data on standard Al 5083 H131 is provided for comparison.,5083,,288,H131,,FALSE,
10.1016/j.jmatprotec.2009.02.002,Transverse,5000,Compression properties of the Al 5083-plus-B4C nano-composite plates. Data on standard Al 5083 H131 is provided for comparison.,5083,,266,H131,,FALSE,
10.1016/j.jmatprotec.2013.11.022,Pure Al,5000,"Tensile test results of the Fe-Al dissimilar materials lap joints made with pure Al, Al-4.5Mg, Al-5Si and Al-12Si filler wires.",,,163.78,,,FALSE,
10.1016/j.jmatprotec.2013.11.022,Al-5Mg,5000,"Tensile test results of the Fe-Al dissimilar materials lap joints made with pure Al, Al-4.5Mg, Al-5Si and Al-12Si filler wires.",,,112.47,,,FALSE,
10.1016/j.jmatprotec.2013.11.022,Al-5Si,5000,"Tensile test results of the Fe-Al dissimilar materials lap joints made with pure Al, Al-4.5Mg, Al-5Si and Al-12Si filler wires.",,,188.75,,,FALSE,
10.1016/j.jmatprotec.2013.11.022,Al-12Si,5000,"Tensile test results of the Fe-Al dissimilar materials lap joints made with pure Al, Al-4.5Mg, Al-5Si and Al-12Si filler wires.",,,205.7,,,FALSE,
10.1007/s11663-010-9375-3,5056-Al,5000,Chemical Composition and Tensile Strength of 5056 Aluminum Alloy Used in this Study,5056,,340,,,FALSE,
10.1007/s11661-011-0722-z,Modified,5000,"Average Mechanical Properties of Tensile Samples from Three Different Orientations (Longitudinal, Transverse, and 45 Deg); for Comparative Purposes, Primary Alloy (AA5754) Properties Are Also Given; the Error Bar Shows the Standard Deviation",,135,239,,,FALSE,
10.1007/s11661-011-0722-z,Modified,5000,"Average Mechanical Properties of Tensile Samples from Three Different Orientations (Longitudinal, Transverse, and 45 Deg); for Comparative Purposes, Primary Alloy (AA5754) Properties Are Also Given; the Error Bar Shows the Standard Deviation",,137,255,,,FALSE,
10.1007/s11661-011-0722-z,Primary,5000,"Average Mechanical Properties of Tensile Samples from Three Different Orientations (Longitudinal, Transverse, and 45 Deg); for Comparative Purposes, Primary Alloy (AA5754) Properties Are Also Given; the Error Bar Shows the Standard Deviation",,122,238,,,FALSE,
10.1016/j.msea.2014.10.030,HA1,5000,Mechanical properties of the AA5083ZrHA1.,5083,125,280,,27,FALSE,
10.1016/j.msea.2014.10.030,ECAP 1 pass,5000,Mechanical properties of the AA5083ZrHA1.,5083,180,310,,28,FALSE,
10.1016/j.msea.2014.10.030,ECAP 2 passes,5000,Mechanical properties of the AA5083ZrHA1.,5083,200,325,,32,FALSE,
10.1016/j.msea.2014.10.030,ECAP 4 passes,5000,Mechanical properties of the AA5083ZrHA1.,5083,230,355,,29,FALSE,
10.1016/j.msea.2014.10.030,ECAP 8 passes,5000,Mechanical properties of the AA5083ZrHA1.,5083,285,390,,28,FALSE,
10.1016/j.msea.2014.10.030,ECAP 12 passes,5000,Mechanical properties of the AA5083ZrHA1.,5083,335,415,,24,FALSE,
10.1016/j.msea.2014.10.030,HA2,5000,Mechanical properties of the AA5083ZrHA2.,5083,125,310,,21,FALSE,
10.1016/j.msea.2014.10.030,ECAP 1 pass,5000,Mechanical properties of the AA5083ZrHA2.,5083,160,310,,24,FALSE,
10.1016/j.msea.2014.10.030,ECAP 2 passes,5000,Mechanical properties of the AA5083ZrHA2.,5083,185,320,,28,FALSE,
10.1016/j.msea.2014.10.030,ECAP 4 passes,5000,Mechanical properties of the AA5083ZrHA2.,5083,220,345,,24,FALSE,
10.1016/j.msea.2014.10.030,ECAP 8 passes,5000,Mechanical properties of the AA5083ZrHA2.,5083,255,375,,23,FALSE,
10.1016/j.msea.2014.10.030,ECAP 12 passes,5000,Mechanical properties of the AA5083ZrHA2.,5083,270,380,,26,FALSE,
10.1007/s11661-015-3079-x,Al 5754,5000,Mechanical Properties of the Base Materials,5754,85,239,,,FALSE,
10.1007/s11661-011-0849-y,forged at 523 K (250 degC),5000,Mechanical Properties for Cryomilled and Forged UFG Plates as Well as Conventional AA 5083,5083,165,521,,,FALSE,
10.1007/s11661-011-0849-y,forged at 623 K (350 degC),5000,Mechanical Properties for Cryomilled and Forged UFG Plates as Well as Conventional AA 5083,5083,149,451,,,FALSE,
10.1007/s11661-011-0849-y,forged at 723 K (450 degC),5000,Mechanical Properties for Cryomilled and Forged UFG Plates as Well as Conventional AA 5083,5083,136,400,,,FALSE,
10.1007/s11661-011-0849-y,H131 (Cold rolled),5000,Mechanical Properties for Cryomilled and Forged UFG Plates as Well as Conventional AA 5083,5083,,287,H131,,FALSE,
10.1007/s11661-011-0849-y,O [Annealed at 686 K (413 degC)],5000,Mechanical Properties for Cryomilled and Forged UFG Plates as Well as Conventional AA 5083,5083,,138,,,FALSE,
10.1016/j.msea.2016.04.029,Al-Mg-Mn,5000,Mechanical properties of Al-Mg-Mn and Al-Mg-Mn-Sc-Zr alloys homogenized at different temperatures for 8 h and annealed at various temperatures for 1  h.,,304,411,,,FALSE,
10.1016/j.msea.2016.04.029,Al-Mg-Mn,5000,Mechanical properties of Al-Mg-Mn and Al-Mg-Mn-Sc-Zr alloys homogenized at different temperatures for 8 h and annealed at various temperatures for 1  h.,,196,360,,,FALSE,
10.1016/j.msea.2016.04.029,Al-Mg-Mn,5000,Mechanical properties of Al-Mg-Mn and Al-Mg-Mn-Sc-Zr alloys homogenized at different temperatures for 8 h and annealed at various temperatures for 1  h.,,186,356,,,FALSE,
10.1016/j.msea.2016.04.029,Al-Mg-Mn-Sc-Zr,5000,Mechanical properties of Al-Mg-Mn and Al-Mg-Mn-Sc-Zr alloys homogenized at different temperatures for 8 h and annealed at various temperatures for 1  h.,,380,460,,,FALSE,
10.1016/j.msea.2016.04.029,Al-Mg-Mn-Sc-Zr,5000,Mechanical properties of Al-Mg-Mn and Al-Mg-Mn-Sc-Zr alloys homogenized at different temperatures for 8 h and annealed at various temperatures for 1  h.,,376,455,,,FALSE,
10.1016/j.msea.2016.04.029,Al-Mg-Mn-Sc-Zr,5000,Mechanical properties of Al-Mg-Mn and Al-Mg-Mn-Sc-Zr alloys homogenized at different temperatures for 8 h and annealed at various temperatures for 1  h.,,358,437,,,FALSE,
10.1016/j.msea.2016.04.029,Al-Mg-Mn-Sc-Zr,5000,Mechanical properties of Al-Mg-Mn and Al-Mg-Mn-Sc-Zr alloys homogenized at different temperatures for 8 h and annealed at various temperatures for 1  h.,,366,459,,,FALSE,
10.1016/j.msea.2016.04.029,Al-Mg-Mn-Sc-Zr,5000,Mechanical properties of Al-Mg-Mn and Al-Mg-Mn-Sc-Zr alloys homogenized at different temperatures for 8 h and annealed at various temperatures for 1  h.,,355,449,,,FALSE,
10.1016/j.msea.2016.04.029,Al-Mg-Mn-Sc-Zr,5000,Mechanical properties of Al-Mg-Mn and Al-Mg-Mn-Sc-Zr alloys homogenized at different temperatures for 8 h and annealed at various temperatures for 1  h.,,350,444,,,FALSE,
10.1016/j.msea.2016.04.029,Al-Mg-Mn-Sc-Zr,5000,Mechanical properties of Al-Mg-Mn and Al-Mg-Mn-Sc-Zr alloys homogenized at different temperatures for 8 h and annealed at various temperatures for 1  h.,,325,451,,,FALSE,
10.1016/j.msea.2016.04.029,Al-Mg-Mn-Sc-Zr,5000,Mechanical properties of Al-Mg-Mn and Al-Mg-Mn-Sc-Zr alloys homogenized at different temperatures for 8 h and annealed at various temperatures for 1  h.,,316,440,,,FALSE,
10.1016/j.msea.2016.04.029,Al-Mg-Mn-Sc-Zr,5000,Mechanical properties of Al-Mg-Mn and Al-Mg-Mn-Sc-Zr alloys homogenized at different temperatures for 8 h and annealed at various temperatures for 1  h.,,313,437,,,FALSE,
10.1016/j.matdes.2010.02.038,AZ31-H24,5000,Materials characteristics in different conditions.,,,282,H24,,FALSE,
10.1016/s1359-6454(02)00259-8,Al-Mg,5000,Mechanical properties,,107,191,,7,FALSE,
10.1016/s1359-6454(02)00259-8,Al-Mg-Sc,5000,Mechanical properties,,172,218,,5,FALSE,
10.1016/j.jclepro.2013.12.056,AA5083,5000,Physical and mechanical properties of AA5083.,5083,305,200,,,FALSE,
10.1016/j.msea.2014.08.057,6063-T4,5000,Mechanical properties of alloy 6063 and sample 70-8.,6063,90,150,T4,,FALSE,
10.1016/j.msea.2014.08.057,6063-T6,5000,Mechanical properties of alloy 6063 and sample 70-8.,6063,170,220,T6,,FALSE,
10.1016/j.msea.2015.10.127,B1,5000,Tensile properties of the as-cast Al-5Mg-0.6Mn alloy tested at different strain rates (Test temperature of 20degC).,,212,357,,17.6,FALSE,
10.1016/j.msea.2015.10.127,B2,5000,Tensile properties of the as-cast Al-5Mg-0.6Mn alloy tested at different strain rates (Test temperature of 20degC).,,213,356,,17.5,FALSE,
10.1016/j.msea.2015.10.127,B3,5000,Tensile properties of the as-cast Al-5Mg-0.6Mn alloy tested at different strain rates (Test temperature of 20degC).,,210,340,,12.1,FALSE,
10.1016/j.msea.2015.10.127,B4,5000,Tensile properties of the as-cast Al-5Mg-0.6Mn alloy tested at different strain rates (Test temperature of 20degC).,,207,333,,10.8,FALSE,
10.1016/j.msea.2015.10.127,B5,5000,Tensile properties of the as-cast Al-5Mg-0.6Mn alloy tested at different strain rates (Test temperature of 20degC).,,207,325,,10.2,FALSE,
10.1016/j.msea.2015.10.127,C1,5000,"Tensile properties of the as-cast Al-5Mg-0.6Mn alloy tested at different temperatures (Strain rate of 6.67x10-4
s-1).",,210,340,,,FALSE,
10.1016/j.msea.2015.10.127,C2,5000,"Tensile properties of the as-cast Al-5Mg-0.6Mn alloy tested at different temperatures (Strain rate of 6.67x10-4
s-1).",,202,281,,,FALSE,
10.1016/j.msea.2015.10.127,C3,5000,"Tensile properties of the as-cast Al-5Mg-0.6Mn alloy tested at different temperatures (Strain rate of 6.67x10-4
s-1).",,188,250,,,FALSE,
10.1016/j.msea.2015.10.127,C4,5000,"Tensile properties of the as-cast Al-5Mg-0.6Mn alloy tested at different temperatures (Strain rate of 6.67x10-4
s-1).",,165,205,,,FALSE,
10.1016/j.msea.2015.10.127,C5,5000,"Tensile properties of the as-cast Al-5Mg-0.6Mn alloy tested at different temperatures (Strain rate of 6.67x10-4
s-1).",,163,191,,,FALSE,
10.1016/j.msea.2007.02.080,5556+CC,5000,Tensile test data,5556,174,264,,,FALSE,
10.1016/j.msea.2007.02.080,5556+PC,5000,Tensile test data,5556,191,292,,,FALSE,
10.1016/j.msea.2007.02.080,5556+0.25% Sc+0.15% Zr,5000,Tensile test data,5556,208,294,,,FALSE,
10.1016/j.msea.2007.02.080,5556+0.5% Sc,5000,Tensile test data,5556,208,317,,,FALSE,
10.1016/j.msea.2007.02.080,5556+0.65% Sc,5000,Tensile test data,5556,224,309,,,FALSE,
10.1016/j.msea.2014.09.108,5083Al base,5000,Mechanical properties of the 5083 Al-W composite.,5083,,296,W,,FALSE,
10.1016/j.msea.2014.09.108,5083Al-W,5000,Mechanical properties of the 5083 Al-W composite.,5083,,404,W,,FALSE,
10.1016/j.msea.2014.09.108,5083 FSPed,5000,Mechanical properties of the 5083 Al-W composite.,5083,,337,W,,FALSE,
10.1016/j.jmatprotec.2010.11.004,Mechanical properties,5000,Mechanical properties and nominal composition of AA5754.,5754,,240,,22,FALSE,
10.1016/j.jmatprotec.2017.07.031,Bal.,5000,Chemical compositions and mechanical properties of BM.,,,239.6,,21.5,FALSE,
10.1016/j.jmatprotec.2017.10.016,AA5052-H32,5000,Mechanical properties of AA5052-H32 and HDPE sheets.,5052,155,356,H32,9,FALSE,
10.1016/j.jmatprotec.2017.10.016,AA5052-H32,5000,Mechanical properties of AA5052-H32 and HDPE sheets.,5052,147,327,H32,12,FALSE,
10.1016/j.jmatprotec.2017.10.016,AA5052-H32,5000,Mechanical properties of AA5052-H32 and HDPE sheets.,5052,148,333,H32,13,FALSE,
10.1016/j.jmatprotec.2017.10.016,HDPE,5000,Mechanical properties of AA5052-H32 and HDPE sheets.,5052,,29,H32,17.4,FALSE,
10.1016/j.jmatprotec.2014.10.025,AA5754,5000,Chemical composition and some physical properties of used alloys.,5754,,220,,,FALSE,
10.1016/j.jmatprotec.2016.07.032,Value,5000,Grain size and mechanical property of base metal 5083.,5083,180,275,,10,FALSE,
10.1007/s11665-018-3311-0,5052 alloy,5000,"Mean values and standard deviation values for the ultimate tensile strength, yield strength and the ductility",5052,92.6,197.1,,8.1,FALSE,
10.1007/s11665-018-3174-4,5083 Al,5000,Mechanical properties of experiment materials and shear test results,5083,,84,,,FALSE,
10.1016/j.msea.2018.02.054,As-annealed,5000,Detailed tensile properties of annealed and ECAP processed AA5052 samples.,5052,85,211,,32.4,FALSE,
10.1016/j.msea.2018.02.054,2P,5000,Detailed tensile properties of annealed and ECAP processed AA5052 samples.,5052,221,267,,5.99,FALSE,
10.1016/j.msea.2018.02.054,4P,5000,Detailed tensile properties of annealed and ECAP processed AA5052 samples.,5052,281,333,,8.02,FALSE,
10.1016/j.msea.2018.02.054,6P,5000,Detailed tensile properties of annealed and ECAP processed AA5052 samples.,5052,280,376,,6.52,FALSE,
10.1016/j.jallcom.2015.07.096,Al-2Mg-2.5FeCu [18] (ex-situ composite),5000,A comparative study of present work with literature.,,74,98,,,FALSE,
10.1016/j.jallcom.2015.07.096,Al-2Mg-5Fe [19] (ex-situ composite),5000,A comparative study of present work with literature.,,74,112,,,FALSE,
