doi,name,series,caption,AA_des,YS,UTS,temper,elong,flag,flag_note
10.1016/j.msea.2018.04.116,Al-3.72Cu-1.06Li-0.44Mg-0.31Ag-0.12Zr (spray + hot extrusion + T6 treatment),2000,Tensile properties of 2195 spray deposited alloy and 2195 as-cast alloy.,2195,556,612,T6,8,FALSE,
10.1016/j.msea.2018.04.116,Al-3.72Cu-1.06Li-0.44Mg-0.31Ag-0.12Zr (spray + hot extrusion + over-ageing),2000,Tensile properties of 2195 spray deposited alloy and 2195 as-cast alloy.,2195,522,585,,9.3,FALSE,
10.1016/j.msea.2018.04.116,Al-3.72Cu-1.06Li-0.44Mg-0.31Ag-0.12Zr (spray + hot extrusion + T83 treatment),2000,Tensile properties of 2195 spray deposited alloy and 2195 as-cast alloy.,2195,600,632,T83,10,FALSE,
10.1016/j.msea.2018.04.116,Al-3.97Cu-1.07Li-0.43Mg-0.42Ag-0.15Zr-0.11Ti (as-cast + hot and cold rolling +504 degC/1 h solid solution + 6% pre-deformation + 160 degC/16 h aging treatment),2000,Tensile properties of 2195 spray deposited alloy and 2195 as-cast alloy.,2195,531,571,,8.8,FALSE,
10.1016/j.msea.2018.04.116,Al-4.2Cu-1.1Li-0.35Mg-0.35Ag-0.15Zr (as-cast + forge and hot rolling + 500 degC/1 h solid solution + 7% pre-strain + 146 degC/30 h aging treatment),2000,Tensile properties of 2195 spray deposited alloy and 2195 as-cast alloy.,2195,557,591,,9,FALSE,
10.1016/j.msea.2018.04.116,Al-3.76Cu-1.0Li-0.28Mg-0.19Ag-0.11Zr (plate + 530 degC/2 h solid solution + 2.5% pre-strain + 160 degC/20 h aging treatment),2000,Tensile properties of 2195 spray deposited alloy and 2195 as-cast alloy.,2195,540,574,,7.8,FALSE,
10.1016/j.msea.2018.04.116,Al-4Cu-1.2Li-0.4Mg-0.4Ag-0.12Zr-0.25Sc (as-cast + hot forge and caliber rolling + 530 degC/45 min solid solution + 160 degC/16 h aging treatment),2000,Tensile properties of 2195 spray deposited alloy and 2195 as-cast alloy.,2195,536,634,,9.2,FALSE,
10.1016/j.msea.2018.04.116,Al-4.0Cu-1.0Li-0.40Mg-0.35Ag-0.13Zr (T8 treatment),2000,Tensile properties of 2195 spray deposited alloy and 2195 as-cast alloy.,2195,538,568,T8,6,FALSE,
10.1016/j.matchar.2011.12.005,Standard,2000,Tensile test results of FSWed AA2017A-T451 and the standard tensile test properties of that alloy.,2017,275,425,T451,90.8,FALSE,
10.1016/j.matchar.2011.12.005,FSWed,2000,Tensile test results of FSWed AA2017A-T451 and the standard tensile test properties of that alloy.,2017,213.42,386,T451,5.77,FALSE,
10.1016/j.matchar.2005.07.006,GTA,2000,Mechanical properties and hardness of 2219 GTA and EB weldments,2219,125,229,,,FALSE,
10.1016/j.matchar.2005.07.006,EB,2000,Mechanical properties and hardness of 2219 GTA and EB weldments,2219,220,327,,,FALSE,
10.1016/j.matchar.2005.12.015,2014+Zr FSP,2000,Room temperature tensile properties of 2014+Zr aluminium alloy in the FSP and as-received conditions,2014,440,650,,,FALSE,
10.1016/j.matchar.2005.12.015,2014+Zr,2000,Room temperature tensile properties of 2014+Zr aluminium alloy in the FSP and as-received conditions,2014,410,600,,,FALSE,
10.1016/j.corsci.2015.11.035,2024 Al-alloy,2000,Influence of silane treatment on the adhesion property of silicone-epoxy hybrid coatings.,2024,,0.114,,,FALSE,
10.1016/j.corsci.2015.11.035,Silane treated 2024 Al-alloy,2000,Influence of silane treatment on the adhesion property of silicone-epoxy hybrid coatings.,2024,,0.097,,,FALSE,
10.1016/j.corsci.2015.11.035,Silane treated 2024 Al-alloy,2000,Influence of silane treatment on the adhesion property of silicone-epoxy hybrid coatings.,2024,,0.086,,,FALSE,
10.1016/j.corsci.2015.11.035,Silane treated 2024 Al-alloy,2000,Influence of silane treatment on the adhesion property of silicone-epoxy hybrid coatings.,2024,,0.079,,,FALSE,
10.1016/j.corsci.2011.09.021,L (longitudinal),2000,Tensile properties of Al 2024-T351 with different grain directions used in this study.,2024,377,475,T351,17,FALSE,
10.1016/j.corsci.2011.09.021,T (transverse),2000,Tensile properties of Al 2024-T351 with different grain directions used in this study.,2024,334,463,T351,16,FALSE,
10.1016/j.corsci.2011.09.021,ST (short transverse),2000,Tensile properties of Al 2024-T351 with different grain directions used in this study.,2024,306,400,T351,5,FALSE,
10.1016/s0013-7944(98)00101-5,345,2000,Tensile properties of test material,,,483,,17.5,FALSE,
10.1016/j.engfracmech.2011.05.005,2024 sheet,2000,Mechanical properties of sheet and plate materials [17].,2024,338,456,,22.4,FALSE,
10.1016/j.engfracmech.2011.05.005,2024 sheet,2000,Mechanical properties of sheet and plate materials [17].,2024,298,446,,21.2,FALSE,
10.1016/j.engfracmech.2011.05.005,2024 plate,2000,Mechanical properties of sheet and plate materials [17].,2024,367,463,,17.8,FALSE,
10.1016/j.engfracmech.2011.05.005,2024 plate,2000,Mechanical properties of sheet and plate materials [17].,2024,333,471,,15,FALSE,
10.1016/j.engfracmech.2010.08.021,L,2000,Measured mechanical properties of Al 2198 T8.,2198,469,510,T8,,FALSE,
10.1016/j.engfracmech.2010.08.021,T,2000,Measured mechanical properties of Al 2198 T8.,2198,452,498,T8,,FALSE,
10.1016/j.engfracmech.2010.08.021,D,2000,Measured mechanical properties of Al 2198 T8.,2198,394,436,T8,,FALSE,
10.1016/j.engfracmech.2007.04.013,1.6,2000,Mechanical properties of the 2024-T3 aluminum alloy used in this work [8],2024,325,461,T3,,FALSE,
10.1016/j.engfailanal.2010.08.007,370,2000,"Mechanical properties (MPa, %).",,,460,,22.9,FALSE,
10.1016/j.engfailanal.2008.10.016,AA 2219-T6,2000,Mechanical properties.,2219,340,430,T6,,FALSE,
10.1016/j.engfailanal.2008.10.016,AA 2219-T87,2000,Mechanical properties.,2219,356,452,T87,,FALSE,
10.1016/j.engfailanal.2009.02.001,370,2000,"Mechanical properties (MPa, %).",,,460,,22.9,FALSE,
10.1016/j.engfailanal.2009.03.001,AA 2219-T6,2000,Mechanical properties.,2219,340,430,T6,,FALSE,
10.1016/j.engfailanal.2009.03.001,AA 2219-T87,2000,Mechanical properties.,2219,356,452,T87,,FALSE,
10.1016/j.msea.2018.07.003,RT,2000,Comparison of tensile properties of 2219ScZr alloy after10h ageing at 200 degC with that of 2219-T851 alloy at different temperatures.,2219,345,455,T851,,FALSE,
10.1016/j.msea.2018.07.003,200 degC,2000,Comparison of tensile properties of 2219ScZr alloy after10h ageing at 200 degC with that of 2219-T851 alloy at different temperatures.,2219,200,248,T851,,FALSE,
10.1016/j.msea.2018.07.003,250 degC,2000,Comparison of tensile properties of 2219ScZr alloy after10h ageing at 200 degC with that of 2219-T851 alloy at different temperatures.,2219,160,200,T851,,FALSE,
10.1016/j.engfailanal.2012.04.008,2024-T3,2000,Mechanical properties of Al 2024-T3.,2024,375,535,T3,,FALSE,
10.1016/j.msea.2016.02.040,3003 Al alloy,3000,Mechanical properties of parent metals.,3003,44,168,,3.5,FALSE,
10.1016/j.msea.2012.11.015,2740,3000,Properties of AA3003-O tube.,3003,42,97,O,,FALSE,
10.1016/j.jmatprotec.2013.08.013,AA3003H,3000,Mechanical properties of the tubes.,3003,162,181,,11.4,FALSE,
10.1016/j.msea.2016.11.018,RD,3000,"Yield strength (YS), ultimate tensile strength (UTS) and Lankford values (r-vaules) under tension along the RD, TD and 45deg away from the RD of the cold-rolled TRC Al-Mn sheets with SSA and TSA treatment. Dr indicates the planar anisotropy of r-values.",,,29,,106,FALSE,
10.1016/j.msea.2016.11.018,45deg,3000,"Yield strength (YS), ultimate tensile strength (UTS) and Lankford values (r-vaules) under tension along the RD, TD and 45deg away from the RD of the cold-rolled TRC Al-Mn sheets with SSA and TSA treatment. Dr indicates the planar anisotropy of r-values.",,,32,,105,FALSE,
10.1016/j.msea.2016.11.018,TD,3000,"Yield strength (YS), ultimate tensile strength (UTS) and Lankford values (r-vaules) under tension along the RD, TD and 45deg away from the RD of the cold-rolled TRC Al-Mn sheets with SSA and TSA treatment. Dr indicates the planar anisotropy of r-values.",,,25,,105,FALSE,
10.1016/j.msea.2016.11.018,RD,3000,"Yield strength (YS), ultimate tensile strength (UTS) and Lankford values (r-vaules) under tension along the RD, TD and 45deg away from the RD of the cold-rolled TRC Al-Mn sheets with SSA and TSA treatment. Dr indicates the planar anisotropy of r-values.",,,34,,108,FALSE,
10.1016/j.msea.2016.11.018,45deg,3000,"Yield strength (YS), ultimate tensile strength (UTS) and Lankford values (r-vaules) under tension along the RD, TD and 45deg away from the RD of the cold-rolled TRC Al-Mn sheets with SSA and TSA treatment. Dr indicates the planar anisotropy of r-values.",,,34,,106,FALSE,
10.1016/j.msea.2016.11.018,TD,3000,"Yield strength (YS), ultimate tensile strength (UTS) and Lankford values (r-vaules) under tension along the RD, TD and 45deg away from the RD of the cold-rolled TRC Al-Mn sheets with SSA and TSA treatment. Dr indicates the planar anisotropy of r-values.",,,33,,107,FALSE,
10.1016/j.actamat.2018.07.001,"3003_0.2Cd, 450 degC",3000,Mechanical properties of the 3003 and 3003_0.2Cd alloys subjected to different heat treatments.,3003,86,136,,,FALSE,
10.1016/j.actamat.2018.07.001,"3003, 450 degC",3000,Mechanical properties of the 3003 and 3003_0.2Cd alloys subjected to different heat treatments.,3003,69,128,,,FALSE,
10.1016/j.actamat.2018.07.001,"3003_0.2Cd, 600 degC_24 h",3000,Mechanical properties of the 3003 and 3003_0.2Cd alloys subjected to different heat treatments.,3003,49,126,,,FALSE,
10.1007/s11661-014-2494-8,"T6 (540 degC/4 h, 165 degC/5 h)",4000,Tensile Properties of Cast A356 Alloy,,241,273,T6,,FALSE,
10.1016/j.msea.2012.12.029,As-cast,4000,Variation in tensile properties of as-cast and T6-treated alloys.,,7.6,19.7,T6,4.7,FALSE,
10.1016/j.msea.2012.12.029,Solution treatment (540 degC); followed by artificial aging at 160 degC for 16 h,4000,Variation in tensile properties of as-cast and T6-treated alloys.,,3,9.7,T6,2.8,FALSE,
10.1016/j.msea.2012.12.029,,4000,Variation in tensile properties of as-cast and T6-treated alloys.,,4.2,3.2,T6,1.6,FALSE,
10.1016/j.msea.2012.12.029,,4000,Variation in tensile properties of as-cast and T6-treated alloys.,,8.8,4.5,T6,1.9,FALSE,
10.1016/j.msea.2012.12.029,Artificial aging (160 degC); after solution treatment at 540 degC for 6 h,4000,Variation in tensile properties of as-cast and T6-treated alloys.,,7.2,12,T6,2.1,FALSE,
10.1016/j.msea.2012.12.029,,4000,Variation in tensile properties of as-cast and T6-treated alloys.,,7.9,3.8,T6,1,FALSE,
10.1016/j.msea.2014.10.053,0.04,4000,Quantitative metallography results for eutectic Si particles and mechanical properties of the as cast Al-Si-Cu-Fe-Zn alloys with different additions of Sr and Bi.,,118.2,157.5,,1.28,FALSE,
10.1016/j.msea.2014.10.053,0.04,4000,Quantitative metallography results for eutectic Si particles and mechanical properties of the as cast Al-Si-Cu-Fe-Zn alloys with different additions of Sr and Bi.,,119,131.9,,0.58,FALSE,
10.1016/j.msea.2014.10.053,0.05,4000,Quantitative metallography results for eutectic Si particles and mechanical properties of the as cast Al-Si-Cu-Fe-Zn alloys with different additions of Sr and Bi.,,118.2,159.1,,1.22,FALSE,
10.1016/j.msea.2014.10.053,0.05,4000,Quantitative metallography results for eutectic Si particles and mechanical properties of the as cast Al-Si-Cu-Fe-Zn alloys with different additions of Sr and Bi.,,119.6,130.2,,0.62,FALSE,
10.1016/j.msea.2014.10.053,0.06,4000,Quantitative metallography results for eutectic Si particles and mechanical properties of the as cast Al-Si-Cu-Fe-Zn alloys with different additions of Sr and Bi.,,118.8,148.1,,1.12,FALSE,
10.1016/j.msea.2014.10.053,0.06,4000,Quantitative metallography results for eutectic Si particles and mechanical properties of the as cast Al-Si-Cu-Fe-Zn alloys with different additions of Sr and Bi.,,119.9,131.5,,0.65,FALSE,
10.1016/j.msea.2014.10.053,0.028,4000,Quantitative metallography results for eutectic Si particles and mechanical properties of the as cast Al-Si-Cu-Fe-Zn alloys with different additions of Sr and Bi.,,119.5,131.2,,0.6,FALSE,
10.1016/j.msea.2014.10.053,0.062,4000,Quantitative metallography results for eutectic Si particles and mechanical properties of the as cast Al-Si-Cu-Fe-Zn alloys with different additions of Sr and Bi.,,118.2,157.8,,1.3,FALSE,
10.1016/j.msea.2014.10.053,0.056,4000,Quantitative metallography results for eutectic Si particles and mechanical properties of the as cast Al-Si-Cu-Fe-Zn alloys with different additions of Sr and Bi.,,118.9,134.2,,0.55,FALSE,
10.1016/j.msea.2014.10.053,0.118,4000,Quantitative metallography results for eutectic Si particles and mechanical properties of the as cast Al-Si-Cu-Fe-Zn alloys with different additions of Sr and Bi.,,118.6,158.3,,1.29,FALSE,
10.1016/j.msea.2014.10.053,0.125,4000,Quantitative metallography results for eutectic Si particles and mechanical properties of the as cast Al-Si-Cu-Fe-Zn alloys with different additions of Sr and Bi.,,119.7,130.9,,0.58,FALSE,
10.1016/j.msea.2014.10.053,0.26,4000,Quantitative metallography results for eutectic Si particles and mechanical properties of the as cast Al-Si-Cu-Fe-Zn alloys with different additions of Sr and Bi.,,118.1,159.1,,1.22,FALSE,
10.1016/j.msea.2014.10.053,0.225,4000,Quantitative metallography results for eutectic Si particles and mechanical properties of the as cast Al-Si-Cu-Fe-Zn alloys with different additions of Sr and Bi.,,120.1,130.1,,0.55,FALSE,
10.1016/j.msea.2014.10.053,0.33,4000,Quantitative metallography results for eutectic Si particles and mechanical properties of the as cast Al-Si-Cu-Fe-Zn alloys with different additions of Sr and Bi.,,118.7,149.5,,1.13,FALSE,
10.1016/j.msea.2014.10.053,0.28,4000,Quantitative metallography results for eutectic Si particles and mechanical properties of the as cast Al-Si-Cu-Fe-Zn alloys with different additions of Sr and Bi.,,119.5,129.4,,0.55,FALSE,
10.1016/j.msea.2014.10.053,0.41,4000,Quantitative metallography results for eutectic Si particles and mechanical properties of the as cast Al-Si-Cu-Fe-Zn alloys with different additions of Sr and Bi.,,119.4,151.7,,1.11,FALSE,
10.1016/j.actamat.2011.10.029,T4,4000,Tensile properties of SSM-HPDC alloy F357.,,176,299,T4,,FALSE,
10.1016/j.matdes.2015.09.045,F357,4000,Tensile properties and work hardening exponent (n) of T6 tempered alloys.,,264.6,300.8,T6,,FALSE,
10.1016/j.matdes.2015.09.045,SZ50,4000,Tensile properties and work hardening exponent (n) of T6 tempered alloys.,,294,362.9,T6,,FALSE,
10.1016/j.matdes.2015.09.045,SZ41,4000,Tensile properties and work hardening exponent (n) of T6 tempered alloys.,,313.6,363.8,T6,,FALSE,
10.1016/j.matdes.2015.09.045,SZ32,4000,Tensile properties and work hardening exponent (n) of T6 tempered alloys.,,329.9,379.8,T6,,FALSE,
10.1016/j.matdes.2015.09.045,SZ23,4000,Tensile properties and work hardening exponent (n) of T6 tempered alloys.,,284.6,346.3,T6,,FALSE,
10.1016/j.matdes.2015.09.045,SZ14,4000,Tensile properties and work hardening exponent (n) of T6 tempered alloys.,,273.1,309.6,T6,,FALSE,
10.1016/j.msea.2016.05.087,w/o UST,4000,Tensile properties at ambient and elevated temperatures of as-cast Al-Si piston alloys without and with ultrasonic melt treatment.,,38,57,,9.2,FALSE,
10.1016/j.msea.2016.05.087,w/ UST,4000,Tensile properties at ambient and elevated temperatures of as-cast Al-Si piston alloys without and with ultrasonic melt treatment.,,36,60,,18.7,FALSE,
10.1016/j.msea.2007.11.014,As-cast,4000,Maximum tensile properties of squeeze-cast Al-10%Si-2%Cu-0.4%Mg alloy in a defect-free condition and the defect susceptibility of tensile properties to the variation of fraction of micro-voids,,,224.1,,1.9,FALSE,
10.1016/j.msea.2007.11.014,T6-treat,4000,Maximum tensile properties of squeeze-cast Al-10%Si-2%Cu-0.4%Mg alloy in a defect-free condition and the defect susceptibility of tensile properties to the variation of fraction of micro-voids,,,263.2,T6,1.9,FALSE,
10.1016/j.matdes.2015.09.095,709,4000,Tensile properties of the EN AC 46000 alloy processed by HPDC at different combinations of injection temperature and pressure.,,148.21,244.4,,4.35,FALSE,
10.1016/j.matdes.2015.09.095,709,4000,Tensile properties of the EN AC 46000 alloy processed by HPDC at different combinations of injection temperature and pressure.,,165.15,264.83,,4.7,FALSE,
10.1016/j.matdes.2015.09.095,643,4000,Tensile properties of the EN AC 46000 alloy processed by HPDC at different combinations of injection temperature and pressure.,,141.97,235.71,,4.32,FALSE,
10.1016/j.matdes.2015.09.095,643,4000,Tensile properties of the EN AC 46000 alloy processed by HPDC at different combinations of injection temperature and pressure.,,150.95,233.06,,4.43,FALSE,
10.1016/j.matdes.2015.09.095,579,4000,Tensile properties of the EN AC 46000 alloy processed by HPDC at different combinations of injection temperature and pressure.,,157.54,217.09,,5.01,FALSE,
10.1016/j.matdes.2015.09.095,579,4000,Tensile properties of the EN AC 46000 alloy processed by HPDC at different combinations of injection temperature and pressure.,,165.76,220.42,,4.22,FALSE,
10.1007/s11837-013-0580-9,1,4000,Tensile Properties of Sr-Modified 4004 Al Alloy,4004,,168,,4,FALSE,
10.1007/s11837-013-0580-9,2,4000,Tensile Properties of Sr-Modified 4004 Al Alloy,4004,,190,,4.2,FALSE,
10.1007/s11837-013-0580-9,3,4000,Tensile Properties of Sr-Modified 4004 Al Alloy,4004,,184,,4,FALSE,
10.1007/s11837-013-0580-9,4,4000,Tensile Properties of Sr-Modified 4004 Al Alloy,4004,,205,,5.2,FALSE,
10.1007/s11837-013-0580-9,5,4000,Tensile Properties of Sr-Modified 4004 Al Alloy,4004,,189,,4.5,FALSE,
10.1007/s11837-013-0580-9,6,4000,Tensile Properties of Sr-Modified 4004 Al Alloy,4004,,188,,5,FALSE,
10.1007/s11837-013-0580-9,7,4000,Tensile Properties of Sr-Modified 4004 Al Alloy,4004,,204,,4,FALSE,
10.1007/s11837-013-0580-9,8,4000,Tensile Properties of Sr-Modified 4004 Al Alloy,4004,,198,,4.8,FALSE,
10.1007/s11837-013-0580-9,9,4000,Tensile Properties of Sr-Modified 4004 Al Alloy,4004,,188,,4.5,FALSE,
10.1016/j.matdes.2015.09.015,A356/4.2% Cf + T6,4000,Tensile properties of composites and aluminum alloy.,,176,220,T6,,FALSE,
10.1016/j.matdes.2015.09.015,A356/8.1% Cf + T6,4000,Tensile properties of composites and aluminum alloy.,,188,238,T6,,FALSE,
10.1016/j.matdes.2015.09.015,A357/4.2% Cf + T6,4000,Tensile properties of composites and aluminum alloy.,,198,240,T6,,FALSE,
10.1016/j.matdes.2015.09.015,A357/8.1% Cf + T6,4000,Tensile properties of composites and aluminum alloy.,,224,261,T6,,FALSE,
10.1007/s11661-014-2515-7,O6.0,4000,Average Mechanical Properties of Die-Cast and Machined AlSi9Cu3(Fe) Tensile Bars in the T1-Condition,,173,344,T1,,FALSE,
10.1007/s11661-014-2515-7,O3.4,4000,Average Mechanical Properties of Die-Cast and Machined AlSi9Cu3(Fe) Tensile Bars in the T1-Condition,,160,333,T1,,FALSE,
10.1007/s11661-014-2515-7,O3.0,4000,Average Mechanical Properties of Die-Cast and Machined AlSi9Cu3(Fe) Tensile Bars in the T1-Condition,,148,306,T1,,FALSE,
101016jmsea201503021,Al-12Si,4000,,,221,287,,3.3,FALSE,
101016jmsea201503021,4wt% TiB2/Al-12Si,4000,,,240,298,,1.5,FALSE,
101016jmsea201303084,A/T6,4000,,,,338.648,T6,,FALSE,
101016jmsea201303084,A/T6,4000,,,,274.818,T6,,FALSE,
101016jmsea201303084,A/T6,4000,,,,214.422,T6,,FALSE,
101016jmsea201303084,A/T6,4000,,,,101.174,T6,,FALSE,
101016jmsea201303084,B/T6,4000,,,,337.652,T6,,FALSE,
101016jmsea201303084,B/T6,4000,,,,276.098,T6,,FALSE,
101016jmsea201303084,B/T6,4000,,,,217.082,T6,,FALSE,
101016jmsea201303084,B/T6,4000,,,,103.688,T6,,FALSE,
101016jmsea201303084,C/T6,4000,,,,340.212,T6,,FALSE,
101016jmsea201303084,C/T6,4000,,,,273.466,T6,,FALSE,
101016jmsea201303084,C/T6,4000,,,,214.442,T6,,FALSE,
101016jmsea201303084,C/T6,4000,,,,104.688,T6,,FALSE,
101016jmsea201303084,D/T6,4000,,,,339.852,T6,,FALSE,
101016jmsea201303084,D/T6,4000,,,,269.866,T6,,FALSE,
101016jmsea201303084,D/T6,4000,,,,208.888,T6,,FALSE,
101016jmsea201303084,D/T6,4000,,,,133.982,T6,,FALSE,
101016jmsea201303084,E/T6,4000,,,,346.212,T6,,FALSE,
101016jmsea201303084,E/T6,4000,,,,286.266,T6,,FALSE,
101016jmsea201303084,E/T6,4000,,,,229.932,T6,,FALSE,
101016jmsea201303084,E/T6,4000,,,,143.184,T6,,FALSE,
10.1016/j.msea.2014.05.059,A356 - T6,4000,Mechanical properties of the sand cast reference and Ni/V-containing alloys.,,183.2,212,T6,,FALSE,
10.1016/j.msea.2014.05.059,Ni - T6,4000,Mechanical properties of the sand cast reference and Ni/V-containing alloys.,,212.7,244.6,T6,,FALSE,
10.1016/j.msea.2014.05.059,V - T6,4000,Mechanical properties of the sand cast reference and Ni/V-containing alloys.,,216.9,250.4,T6,,FALSE,
10.1016/j.msea.2014.05.059,A356 PM - T6,4000,Mechanical properties of the permanent mould cast reference and Ni/V-containing alloys.,,224.3,282,T6,,FALSE,
10.1016/j.msea.2014.05.059,Ni PM - T6,4000,Mechanical properties of the permanent mould cast reference and Ni/V-containing alloys.,,228.7,284.8,T6,,FALSE,
10.1016/j.msea.2014.05.059,V PM - T6,4000,Mechanical properties of the permanent mould cast reference and Ni/V-containing alloys.,,224.2,289.5,T6,,FALSE,
10.1016/j.msea.2014.07.023,16,4000,Mechanical properties of near eutectic Al-Si-Mg-V alloy extruded at 540degC with different extrusion ratios.,,147,273,,15.1,FALSE,
10.1016/j.msea.2014.07.023,50,4000,Mechanical properties of near eutectic Al-Si-Mg-V alloy extruded at 540degC with different extrusion ratios.,,102,206,,17.1,FALSE,
10.1016/j.msea.2011.10.023,Group 1,4000,The UTS of near eutectic Al-Si multicomponent alloys after modification.,,,74.96,,,FALSE,
10.1016/j.msea.2011.10.023,Group 2,4000,The UTS of near eutectic Al-Si multicomponent alloys after modification.,,,75.04,,,FALSE,
10.1016/j.msea.2011.10.023,Group 3,4000,The UTS of near eutectic Al-Si multicomponent alloys after modification.,,,78.32,,,FALSE,
10.1016/j.msea.2004.08.056,Rheocasting,4000,Tensile and impact properties of the RC and LPC products of A356-T6 alloy,,213.5,274,T6,12.8,FALSE,
10.1016/j.msea.2004.08.056,Low-pressure casting,4000,Tensile and impact properties of the RC and LPC products of A356-T6 alloy,,251,294.5,T6,4.35,FALSE,
10.1016/j.msea.2004.08.056,Rheocasting,4000,The in situ slow strain rate test results for both RC and LPC products of A356-T6 alloy in 3.5% NaCl solution,,232,298,T6,11.7,FALSE,
10.1016/j.msea.2004.08.056,,4000,The in situ slow strain rate test results for both RC and LPC products of A356-T6 alloy in 3.5% NaCl solution,,229,290,T6,9.6,FALSE,
10.1016/j.msea.2004.08.056,Low-pressure casting,4000,The in situ slow strain rate test results for both RC and LPC products of A356-T6 alloy in 3.5% NaCl solution,,252,288,T6,6,FALSE,
10.1016/j.msea.2004.08.056,,4000,The in situ slow strain rate test results for both RC and LPC products of A356-T6 alloy in 3.5% NaCl solution,,249,287,T6,4.2,FALSE,
10.1016/j.msea.2015.03.021,Al-12Si,4000,Tensile properties of in situ TiB2/Al-12Si composite and matrix alloy at room and elevated temperatures.,,221,287,,3.3,FALSE,
10.1016/j.msea.2015.03.021,,4000,Tensile properties of in situ TiB2/Al-12Si composite and matrix alloy at room and elevated temperatures.,,184,225,,4,FALSE,
10.1016/j.msea.2015.03.021,,4000,Tensile properties of in situ TiB2/Al-12Si composite and matrix alloy at room and elevated temperatures.,,80,88,,6,FALSE,
10.1016/j.msea.2015.03.021,4wt% TiB2/Al-12Si,4000,Tensile properties of in situ TiB2/Al-12Si composite and matrix alloy at room and elevated temperatures.,,240,298,,1.5,FALSE,
10.1016/j.msea.2015.03.021,,4000,Tensile properties of in situ TiB2/Al-12Si composite and matrix alloy at room and elevated temperatures.,,189,233,,3,FALSE,
10.1016/j.msea.2015.03.021,,4000,Tensile properties of in situ TiB2/Al-12Si composite and matrix alloy at room and elevated temperatures.,,84,96,,5.8,FALSE,
10.1016/j.msea.2017.10.049,CF6 [4],4000,"Strength data (UTS, ultimate tensile strength) of Al-Si-Cu system heat-resistant Al alloys at room temperature and high temperature about 350degC reported in literature.",,,285,,,FALSE,
10.1016/j.msea.2017.10.049,CF6 [4],4000,"Strength data (UTS, ultimate tensile strength) of Al-Si-Cu system heat-resistant Al alloys at room temperature and high temperature about 350degC reported in literature.",,,85,,,FALSE,
10.1016/j.msea.2017.10.049,CU6 [4],4000,"Strength data (UTS, ultimate tensile strength) of Al-Si-Cu system heat-resistant Al alloys at room temperature and high temperature about 350degC reported in literature.",,,336,,,FALSE,
10.1016/j.msea.2017.10.049,CU6 [4],4000,"Strength data (UTS, ultimate tensile strength) of Al-Si-Cu system heat-resistant Al alloys at room temperature and high temperature about 350degC reported in literature.",,,88,,,FALSE,
10.1016/j.msea.2017.10.049,Alloy A [7],4000,"Strength data (UTS, ultimate tensile strength) of Al-Si-Cu system heat-resistant Al alloys at room temperature and high temperature about 350degC reported in literature.",,,263.8,,,FALSE,
10.1016/j.msea.2017.10.049,Alloy A [7],4000,"Strength data (UTS, ultimate tensile strength) of Al-Si-Cu system heat-resistant Al alloys at room temperature and high temperature about 350degC reported in literature.",,,78.1,,,FALSE,
10.1016/j.msea.2017.10.049,Alloy B [7],4000,"Strength data (UTS, ultimate tensile strength) of Al-Si-Cu system heat-resistant Al alloys at room temperature and high temperature about 350degC reported in literature.",,,278.9,,,FALSE,
10.1016/j.msea.2017.10.049,Alloy B [7],4000,"Strength data (UTS, ultimate tensile strength) of Al-Si-Cu system heat-resistant Al alloys at room temperature and high temperature about 350degC reported in literature.",,,93.5,,,FALSE,
10.1016/j.msea.2017.10.049,A3 [9],4000,"Strength data (UTS, ultimate tensile strength) of Al-Si-Cu system heat-resistant Al alloys at room temperature and high temperature about 350degC reported in literature.",,,61.63,,,FALSE,
10.1016/j.msea.2017.10.049,A4 [9],4000,"Strength data (UTS, ultimate tensile strength) of Al-Si-Cu system heat-resistant Al alloys at room temperature and high temperature about 350degC reported in literature.",,,61.71,,,FALSE,
10.1016/j.msea.2017.10.049,1 [15],4000,"Strength data (UTS, ultimate tensile strength) of Al-Si-Cu system heat-resistant Al alloys at room temperature and high temperature about 350degC reported in literature.",,,67.07,,,FALSE,
10.1016/j.msea.2017.10.049,2 [15],4000,"Strength data (UTS, ultimate tensile strength) of Al-Si-Cu system heat-resistant Al alloys at room temperature and high temperature about 350degC reported in literature.",,,75.62,,,FALSE,
10.1016/j.msea.2017.10.049,5 [15],4000,"Strength data (UTS, ultimate tensile strength) of Al-Si-Cu system heat-resistant Al alloys at room temperature and high temperature about 350degC reported in literature.",,,71.92,,,FALSE,
10.1016/j.msea.2017.05.116,Composites/Al-12Si,4000,Tensile properties of C/A specimens and Al-12Si alloys at elevated temperatures.,,177,203,,0.6,FALSE,
10.1016/j.msea.2017.05.116,,4000,Tensile properties of C/A specimens and Al-12Si alloys at elevated temperatures.,,153,177,,0.7,FALSE,
10.1016/j.msea.2017.05.116,,4000,Tensile properties of C/A specimens and Al-12Si alloys at elevated temperatures.,,83,93,,1.5,FALSE,
10.1016/j.msea.2017.05.116,Al-12Si,4000,Tensile properties of C/A specimens and Al-12Si alloys at elevated temperatures.,,221,287,,3.3,FALSE,
10.1016/j.msea.2017.05.116,,4000,Tensile properties of C/A specimens and Al-12Si alloys at elevated temperatures.,,184,225,,4,FALSE,
10.1016/j.msea.2017.05.116,,4000,Tensile properties of C/A specimens and Al-12Si alloys at elevated temperatures.,,80,88,,6,FALSE,
